recipedetails,S0-Q1-yesno
"Place all ingredients (up to the LuLu marinade) in a large saucepan. Add 8 Cups of filtered water, stir and bring to a boil.  Continue stirring until honey and salts have thoroughly dissolved. Boil for 3 minutes, then remove from heat. Add the LuLu Marinade (available from Amazon) OR your favorite gluten free salad dressing and stir to combine. Add 4 cups of ice cubes and stir until melted.  Squeeze the juice from the orange quarters into this, then add champagne. Test brine temperature by hand.  If it is the least bit warm, place in fridge to cool down further.  You don't want to parboil or precook the protein when the turkey goes into the brine. Bring out your container and line it with the culinary grade plastic bag.  Open the bag wide. Remove all papers and plastics from the turkey.  Remove giblets, neck, etc.  Set these aside for stock or gravy.  Rinse the bird thoroughly with cold running water, inside and out. Place the turkey in the bag, neck down and ankles up.  Stuff the cavity with shallots and orange quarters.  Pour the cooled brine into the cavity and allow the bag to fill. Draw up the bag close around the bird, eliminating as much air as possible.  If the turkey is not covered by the brine at this point, add enough water to make it so. Secure the bag closure with a twist tie.  Double-bagging is recommended, in case the brining bag springs a leak. Refrigerate for 12 - 24 hours, turning the bird every 6 to 8 hours. Remove the turkey from the brine about 30-40 minutes before roasting and allow to come up to room temp. Discard everything that remains from the brining process.  Do NOT try to re-use or re-process any of these items, as they have been in contact with raw poultry and could conceivably contaminate other foods and other surfaces.",no
"Place all ingredients (up to the LuLu marinade) in a large saucepan. Add 8 Cups of filtered water, stir and bring to a boil.  Continue stirring until honey and salts have thoroughly dissolved. Boil for 3 minutes, then remove from heat. Add the LuLu Marinade (available from Amazon) OR your favorite gluten free salad dressing and stir to combine. Add 4 cups of ice cubes and stir until melted.  Squeeze the juice from the orange quarters into this, then add champagne. Test brine temperature by hand.  If it is the least bit warm, place in fridge to cool down further.  You don't want to parboil or precook the protein when the turkey goes into the brine. Bring out your container and line it with the culinary grade plastic bag.  Open the bag wide. Remove all papers and plastics from the turkey.  Remove giblets, neck, etc.  Set these aside for stock or gravy.  Rinse the bird thoroughly with cold running water, inside and out. Place the turkey in the bag, neck down and ankles up.  Stuff the cavity with shallots and orange quarters.  Pour the cooled brine into the cavity and allow the bag to fill. Draw up the bag close around the bird, eliminating as much air as possible.  If the turkey is not covered by the brine at this point, add enough water to make it so. Secure the bag closure with a twist tie.  Double-bagging is recommended, in case the brining bag springs a leak. Refrigerate for 12 - 24 hours, turning the bird every 6 to 8 hours. Remove the turkey from the brine about 30-40 minutes before roasting and allow to come up to room temp. Discard everything that remains from the brining process.  Do NOT try to re-use or re-process any of these items, as they have been in contact with raw poultry and could conceivably contaminate other foods and other surfaces. Rinse the bird once again under cold running water.",no
"Place all ingredients (up to the LuLu marinade) in a large saucepan. Add 8 Cups of filtered water, stir and bring to a boil.  Continue stirring until honey and salts have thoroughly dissolved. Boil for 3 minutes, then remove from heat. Add the LuLu Marinade (available from Amazon) OR your favorite gluten free salad dressing and stir to combine. Add 4 cups of ice cubes and stir until melted.  Squeeze the juice from the orange quarters into this, then add champagne. Test brine temperature by hand.  If it is the least bit warm, place in fridge to cool down further.  You don't want to parboil or precook the protein when the turkey goes into the brine. Bring out your container and line it with the culinary grade plastic bag.  Open the bag wide. Remove all papers and plastics from the turkey.  Remove giblets, neck, etc.  Set these aside for stock or gravy.  Rinse the bird thoroughly with cold running water, inside and out. Place the turkey in the bag, neck down and ankles up.  Stuff the cavity with shallots and orange quarters.  Pour the cooled brine into the cavity and allow the bag to fill. Draw up the bag close around the bird, eliminating as much air as possible.  If the turkey is not covered by the brine at this point, add enough water to make it so. Secure the bag closure with a twist tie.  Double-bagging is recommended, in case the brining bag springs a leak. Refrigerate for 12 - 24 hours, turning the bird every 6 to 8 hours. Remove the turkey from the brine about 30-40 minutes before roasting and allow to come up to room temp. Discard everything that remains from the brining process.  Do NOT try to re-use or re-process any of these items, as they have been in contact with raw poultry and could conceivably contaminate other foods and other surfaces. Rinse the bird once again under cold running water. Stuff the cavity with quartered fennel bulbs, quartered oranges, and chunks of fine Parma or Tasso ham.  Turkey is now ready to be roasted until delectable.",no
Rise the barley,yes
Rise the barley Place the barley in a saucepan with 4 cups of water and bring it to a boil,no
"Rise the barley Place the barley in a saucepan with 4 cups of water and bring it to a boil Turn the heat to a low simmer, cover and cook for 35-40 minutes, until the barley is thoroughly cooked.",yes
"Rise the barley Place the barley in a saucepan with 4 cups of water and bring it to a boil Turn the heat to a low simmer, cover and cook for 35-40 minutes, until the barley is thoroughly cooked. Discard the water and reserve the barley",no
"Rise the barley Place the barley in a saucepan with 4 cups of water and bring it to a boil Turn the heat to a low simmer, cover and cook for 35-40 minutes, until the barley is thoroughly cooked. Discard the water and reserve the barley Place the rest of the ingredients in a large bowl, add the barley and stir to combine.",no
"Rise the barley Place the barley in a saucepan with 4 cups of water and bring it to a boil Turn the heat to a low simmer, cover and cook for 35-40 minutes, until the barley is thoroughly cooked. Discard the water and reserve the barley Place the rest of the ingredients in a large bowl, add the barley and stir to combine. Pour the mixture into a pot and bring it to a boil.",no
"Rise the barley Place the barley in a saucepan with 4 cups of water and bring it to a boil Turn the heat to a low simmer, cover and cook for 35-40 minutes, until the barley is thoroughly cooked. Discard the water and reserve the barley Place the rest of the ingredients in a large bowl, add the barley and stir to combine. Pour the mixture into a pot and bring it to a boil. Divide the mixture into desired ramekins.",no
"Rise the barley Place the barley in a saucepan with 4 cups of water and bring it to a boil Turn the heat to a low simmer, cover and cook for 35-40 minutes, until the barley is thoroughly cooked. Discard the water and reserve the barley Place the rest of the ingredients in a large bowl, add the barley and stir to combine. Pour the mixture into a pot and bring it to a boil. Divide the mixture into desired ramekins. Chill the ramekins in the fridge until the custard is thoroughly set.",no
