recipedetails,assist_action_ad,assist_action_image,assist_action_sub,assist_action_search,assist_action_video,assist_action_activate,assist_action_clarify
in the meantime prepare your filling slice 500gs of strawberries and measure 250gs of sugar,0,0,0,0,0,0,1
dissolve the sugar with half a cup of water in a pan over a medium heat,0,0,0,0,0,0,1
add the strawberries and 125mls of lemon juice to the sugar and cook on a medium heat for of minutes until the mixture become sirupy,0,1,0,0,1,0,1
set the mixture aside and allow it to cool at room temperature for of to of minutes,0,0,0,0,0,0,1
then place the mixture in a bowl reserving a little of the juice aside and add your ricotta and mascarpone to the strawberries,0,0,0,0,0,0,1
fold it all in very wellie careful not to mix too vigorously or the cheese will split until the cheeses have fully incorporated the strawberry syrup,0,0,0,0,0,0,1
taste and add more sugar if necessary it should taste like a very sweet version of strawberries and cream,0,0,0,0,0,0,1
when the dough has rested in the fridge for a hours remove it and roll it out until fairly thin,0,0,0,0,0,0,1
cut the dough into saucer size circles use some muffin ramekins to shape your dough making sure that you brush some eggwash on the edges first wrap the dough around the outside of the ramekin,0,0,0,0,0,0,1
heat your oil in a deep frying pan and when it has reached a high temperature place your ramekin wrapped in dough in the oildough side down and press it down with a spoon cook for a of minutes,0,0,0,0,0,0,1
remove allow it to cool slightly and remove the pastry from the ramekin it should look golden and crispy,0,0,0,0,0,0,1
allow it to cool completely pour some of your strawberry and cheeses mixture into it and drizzle with your strawberry syrup juice,0,0,0,0,0,0,1
garnish with some fresh strawberries and get stuck in,0,0,0,0,0,0,1
add the strawberries and 125mls of lemon juice to the sugar and cook on a medium heat for of minutes until the mixture become sirupy,0,0,0,0,0,0,1
in a large pot cover the broccoli rare with water and bring to a boil for two to three minutes enough to soften the broccoli rare,0,0,0,0,1,0,0
remove the broccoli rare from the water and set aside in a large frying pan heat the olive oil with the garlic and a few dashes of red pepper flakes carefully add the broccoli rare to the garlic and oil continue to saute the broccoli rare in the oil and garlic for a few more minutes and then set aside while preparing the spaghetti,0,0,0,0,1,0,0
add a few drizzles of olive oil to the feta cheese and a few dashes of red pepper flakes and mix,0,0,0,0,1,0,0
when the spaghetti is done cooking lift it out of the water with tongs and add to the broccoli rare add the feta and the croutons to spaghetti and broccoli rare and toss,0,0,0,0,1,0,0
drizzle a little more olive oil and a few more dashes of red pepper flakes,0,0,0,0,1,0,0
preheat the oven to 350 degrees,0,1,0,0,0,0,0
butter a 9x13 baking pan and set aside,0,1,0,0,0,0,0
in a heavy saucepan over low heat melt the butter and chocolate together,0,1,0,0,0,0,0
pour the mixture into a large bowl and let it cool,0,1,0,0,0,0,0
stir in the sugar and mix well,0,1,0,0,0,0,0
stir in the eggs and vanilla then stir in the flour salt and walnuts if desired,0,1,0,0,0,0,0
pour the batter into the prepared pan spread evenly and bake for of to of minutes or until a toothpick inserted in the center comes out clean,0,1,0,0,0,0,0
let the pan cool a bit before cutting,0,1,0,0,0,0,0
in a large frying pan brown the garlic powder in the heated oil toss the sundried tomatoes into the frying pan and cook for about of minutes add the cherry tomatoes oregano and chili pepper and cook covered for about 1015 minutes or till the cherry tomatoes are tender adding water if necessary to prevent Tomales from sticking Othe bottom of the pan add the basil leaves and salt to taste,0,0,0,0,0,0,1
in the meantime you have brought water to the boil in a large saucepan when water boils add a pinch of coarse salt according to taste and the orecchiette let them cook till al dense or according to instructions drain them and stir them into the frying pan together with the tomatoes sauce saute for about of minutes then serve,0,0,0,1,0,0,1
according to taste you can serve the orecchiette with grated pecorino cheese,0,0,0,1,0,0,0
advance prep peel and cube the potatoes and cook until fork tender mash set aside,0,1,0,0,0,0,0
cook the onions in the butter over a low flame until soft but no colored add the potatoes and mix with an electric mixture carefully beat the creme frache and and onions into the potatoes until they are light and fluffy season with salt and pepper,0,1,0,0,0,0,0
seafood alternatives cod rockfish mussels clams squid,0,1,0,0,0,0,1
fill a medium saucepan threequarters full with water bring to a boil add the fish and scallops simmer for a to a minutes remove with a slotted spoon and quickly rinse with cold water to stop the cooking repeat with the shrimp cooking for a to a minutes chill covered in the refrigerator,0,0,0,0,0,0,1
in a small bowl combine the marinade ingredients whisk to mix completely in a medium bowl combine the poached seafood bell peppers tomatoes and onion pour the marinade over toss to mix and refrigerate for of minutes drain serve the marinated seafood on a bed of romaine lettuce with lemon wedges alongside,0,0,0,0,0,0,1
this recipe yields a servings,0,0,0,0,1,0,0
comments this simple but elegant salad combines the varied textures and flavors of poached sea bass shrimp and scallops with a tangy vinaigrette marinade rinse the seafood and pat dry with paper towels cut the sea bass into inch cubes peel and devein the shrimp,0,0,0,0,0,0,1
saute the onion and pepper cook pasta and drain add pepper onion and bacon add a eggs and stir over med heat until egg starts to cook you dont want the eggs to become scrambled it should be on the creamy side add pepper and parmesan to taste,0,1,0,0,1,0,0
pasta mix the flour salt and olive oil then beat in the eggs a food processor or a mixmaster does this very easily when well combined add all of the water work until this becomes a dough ball and then knead for two minutes stretching out the dough and folding it put in a plastic bag and store in the fridge for at least a half an hour,0,1,0,0,0,0,1
divide the dough into four pieces and run through the machine adding flour,1,0,0,0,0,0,1
this is a good place to work in some semolina so that the dough is not sticky after kneading on the widest setting for about 1015 passes reduce the size of the roller one step at a time until you reach the thinnest size,1,0,0,0,0,0,1
put through the cutter of your choice and dry on a rack or a line use fresh or freeze unused portions,1,0,0,0,0,0,0
heat the olive oil in a pot over mediumhigh heat once the pan is hot add the onions when the onions start to turn translucent add the diced potatoes let it cook for a minute or two and add the diced tomatoes jalapeño garlic chili powder cumin and cayenne pepper,0,0,1,0,0,0,1
cook everything for about another minute and add the vegetable broth bring the broth to a boil,0,1,0,0,0,0,0
while the chili is cooking remove the rough stem from the collard green leaves chop them into strips,0,0,0,0,1,0,0
once the chili has boiled add the beans and chopped collards chop the tofu in half and crumble each half with your hands i did this right over the boiling pot be careful of hot liquids splashing out,0,1,0,0,1,0,0
season with the salt and boil for another 510 minutes or until the potatoes can be easily pierced with a fork,0,0,0,0,0,0,0
turn off the heat and serve the chili with some ground pepper,0,0,0,0,0,0,0
store any leftovers in an airtight container,0,0,0,0,0,0,0
drop the noodles into boiling water loosen the strands with chopsticks and when the water comes to a boil again drain immediately,0,0,0,0,1,0,0
rinse well under cold water and drain thoroughly,0,0,0,0,1,0,0
spread the noodles on a tray to allow them to dry for at least of minutes,0,0,0,0,1,0,0
lift them and gently shake to loosen and allow to dry more evenly,0,0,0,0,1,0,0
arrange the noodles on a dinner plate and shape into a loose mound,0,0,0,0,1,0,0
heat the of cup oil in a wok until just beginning to smoke,0,0,0,0,1,0,0
slide the noodle mound into the oil and fry for a to a minutes or until the base of the noodles is crisping and turning golden brown,0,0,0,0,1,0,0
flip over to the other side and fry,0,0,0,0,1,0,0
remove and drain on paper towels the outside noodles are crisped and lightly browned but the inside should still be soft and tender,0,0,0,0,1,0,0
keep warm in a low oven 210 degrees with the door open,0,0,0,0,1,0,0
meanwhile heat the a tablespoons oil in a wok,0,0,0,0,1,0,0
starry the chinese barbecued pork and the scallions for a minute,0,0,0,0,1,0,0
add the snow peas wood ear fungus celery and bean sprouts and toss together over moderate heat for a minute,0,0,0,0,1,0,0
sprinkle the water down the side of the wok cover the wok with the lid and cook for about of seconds,0,0,0,0,1,0,0
add all of the seasonings ingredients stirring immediately until the sauce is lightly velvety,0,0,0,0,1,0,0
arrange the fried noodles on a serving plate and place the chinese barbecued pork and vegetables over the top of the noodles and serve,0,0,0,0,1,0,0
mix all ingredients in a bowl until it forms a soft dough add more flour if needed,0,1,0,0,0,0,0
heat vegetable oil on medium heat about 350f drop a teaspoonful of dough regular teaspoon into the hot oil and fry until brown turning zucchini ball around make sure your oil is not too hot or your zucchini balls will get too brown,0,1,0,0,1,0,0
drain in paper towel repeat with the rest of the dough,0,1,0,0,0,0,0
in a soup pot heat a glugs of olive oil over med low heat add c c o g until translucent about 1520 minutes,0,0,1,0,0,0,1
then add squash bay leaf a couple sprigs of fresh thyme sp sauteed for another 1520 min on mellow heat until the squash starts to fall apart gets soft,0,0,1,0,1,0,0
cover with veg stock cook another of min until the squash is now totally soft,0,0,0,0,0,1,0
you may need to adj the amount if it looks like it is getting too thick add a little water,0,0,0,0,0,0,1
blend with hand blender then add in about half a cup of heavy cream,0,1,0,0,0,0,0
adj seasonings,0,0,0,0,0,0,1
if you like you can add in cinnamon nutmeg or a clove to make it more spicy festive,0,0,0,0,1,0,1
this soup can be served day of or is even better the next day toast a piece of bread float it on top garnish if you like with a little parsley,0,0,0,0,0,0,1
crack eggs into a mediumize bowl and add milk lemon thyme and salt and pepper whisk in the milk and break up the yolks set aside,0,1,0,0,0,0,0
in a very large ovenproof saute pan about of to of inches heat butter until melted add shallots and garlic and saute over high heat until you can smell the aroma add onion and saute until tender,0,1,0,0,0,0,0
add vegetables and saute until al dense or tender add crabmeat and mix well pour eggs into the vegetables and crabmeat and stir with a fork to mix,0,1,0,0,0,0,0
continue cooking over high heat constantly stirring with the fork until the eggs just start to set move to oven and continue cooking on the first rack under the broiler just until the eggs set about a to a minutes remove from oven and slice into quarters sprinkle grated parmesan cheese on top and garnish with fresh lemon wedges,0,0,0,0,1,0,0
